first_name,last_name,nickname,height,weight,reach,stance,wins,losses,draws,belt,fighter_url
Krishaun,Gilmore,,--,--,--,,0,1,0,,http://ufcstats.com/fighter-details/10ccdcd14c3dfcf1
Alex,Gilpin,,"5' 7""",145 lbs.,--,Orthodox,11,1,0,,http://ufcstats.com/fighter-details/762c69860eef65d8
Bob,Gilstrap,,"6' 3""",200 lbs.,--,Orthodox,5,7,0,,http://ufcstats.com/fighter-details/c96518b7f6881004
Max,Gimenis,,"6' 2""",256 lbs.,"75.0""",Orthodox,6,2,0,,http://ufcstats.com/fighter-details/6a311920edd73c85
Eperaim,Ginting,The Wolfman,"5' 4""",135 lbs.,"64.0""",Orthodox,6,1,0,,http://ufcstats.com/fighter-details/bad8ed7d714f1493
Demetrius,Gioulacos,,"5' 11""",185 lbs.,--,,0,1,0,,http://ufcstats.com/fighter-details/a58114c6dd0add64
Billy,Giovanella,Wolverine,"5' 8""",125 lbs.,--,,9,5,0,,http://ufcstats.com/fighter-details/c1ea31a904fe08a9
He-Man,Gipson,,--,--,--,,1,2,0,,http://ufcstats.com/fighter-details/3e03cec9767d37e6
Israel,Giron,El Rojo,"5' 8""",155 lbs.,--,,19,5,0,,http://ufcstats.com/fighter-details/4b4f6abdce986be6
Brandon,Girtz,Cold Roll,"5' 7""",155 lbs.,--,,14,7,0,,http://ufcstats.com/fighter-details/81f1810f72df8f25
Jason,Glaza,,"6' 0""",230 lbs.,--,,3,2,0,,http://ufcstats.com/fighter-details/fda067e842b07466
Mike,Glenn,,--,205 lbs.,--,,5,6,0,,http://ufcstats.com/fighter-details/ed133185689088b3
Ricky,Glenn,The Gladiator,"6' 0""",170 lbs.,"70.0""",Southpaw,22,9,2,,http://ufcstats.com/fighter-details/814ff3018127e8fc
Ivan,Gnizditskiy,,--,205 lbs.,--,,5,0,0,,http://ufcstats.com/fighter-details/057a241e4ba90c4d
Mark,Godbeer,The Hand Of,"6' 4""",240 lbs.,"77.0""",Orthodox,13,4,0,,http://ufcstats.com/fighter-details/ad56b3f00ca38dfd
Clint,Godfrey,,"5' 6""",135 lbs.,--,Southpaw,13,3,0,,http://ufcstats.com/fighter-details/bd85ca0bb4f26cfc
Loopy,Godinez,,"5' 2""",115 lbs.,"61.0""",Orthodox,14,6,0,,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7
Jason,Godsey,,"6' 2""",230 lbs.,--,Orthodox,16,16,0,,http://ufcstats.com/fighter-details/5ca158b1cc9cb242
Allan,Goes,,"6' 0""",205 lbs.,--,Orthodox,10,5,2,,http://ufcstats.com/fighter-details/e62b36885ecdac27
Billy Ray,Goff,,"5' 10""",170 lbs.,"72.0""",Switch,9,4,0,,http://ufcstats.com/fighter-details/fa07345cc9db5cc9
Amiran,Gogoladze,,"6' 1""",170 lbs.,"74.0""",Switch,14,3,0,,http://ufcstats.com/fighter-details/5d1636b6c1688502
Jonny,Goh,,"5' 11""",155 lbs.,--,,3,4,0,,http://ufcstats.com/fighter-details/e86af30738a5452a
Hannah,Goldy,24K,"5' 4""",115 lbs.,"61.0""",Orthodox,6,4,0,,http://ufcstats.com/fighter-details/26e3f3928b1891d9
Marcelo,Golm,,"6' 3""",249 lbs.,"75.0""",Orthodox,6,3,0,,http://ufcstats.com/fighter-details/ac29d508d78384c9
Denise,Gomes,Dee,"5' 2""",115 lbs.,"63.0""",Orthodox,12,3,0,,http://ufcstats.com/fighter-details/cffb87059e645bd1
Sergio,Gomez,,"5' 6""",155 lbs.,--,Orthodox,10,3,0,,http://ufcstats.com/fighter-details/af1e5c64b8663aa0
Frank,Gomez,,"5' 10""",135 lbs.,"67.0""",Orthodox,10,6,0,,http://ufcstats.com/fighter-details/a0a680fe2f6cc8e6
Alan,Gomez,,--,155 lbs.,--,,2,0,0,,http://ufcstats.com/fighter-details/0a66de3a797cf73a
David,Gomez,,--,155 lbs.,--,,1,2,0,,http://ufcstats.com/fighter-details/489413d3be819647
Ulysses,Gomez,Useless,"5' 6""",125 lbs.,--,Orthodox,9,5,0,,http://ufcstats.com/fighter-details/1e35aa8955794580
Joey,Gomez,KO King,"5' 10""",135 lbs.,"73.0""",Orthodox,6,2,0,,http://ufcstats.com/fighter-details/0778f94eb5d588a5
Luis,Gomez,Tiger Junior,"5' 7""",145 lbs.,"68.0""",Orthodox,4,1,0,,http://ufcstats.com/fighter-details/513e84bfe65ff509
Joey,Gomez,,"5' 10""",155 lbs.,"71.0""",Orthodox,7,1,0,,http://ufcstats.com/fighter-details/3a28e1e641366308
Edson,Gomez,,"5' 8""",170 lbs.,"69.0""",Switch,6,2,0,,http://ufcstats.com/fighter-details/e90f4291f93708e6
Silvana,Gomez Juarez,La Malvada,"5' 3""",115 lbs.,"65.0""",Orthodox,11,5,0,,http://ufcstats.com/fighter-details/b4880ef2f838d4e1
Takanori,Gomi,The Fireball Kid,"5' 7""",155 lbs.,"70.0""",Southpaw,35,14,0,,http://ufcstats.com/fighter-details/3be081c29bf734d9
William,Gomis,Jaguar,"6' 0""",145 lbs.,"73.0""",Southpaw,15,4,0,,http://ufcstats.com/fighter-details/e1d40e8782d80bc2
Akihiro,Gono,,"5' 7""",170 lbs.,"68.0""",Switch,35,21,8,,http://ufcstats.com/fighter-details/b2acebbef8da14ea
Gabriel,Gonzaga,Napao,"6' 2""",242 lbs.,"76.0""",Orthodox,17,11,0,,http://ufcstats.com/fighter-details/270b89c00ef0c55c
Justin,Gonzales,J-Train,"5' 9""",145 lbs.,"72.0""",Orthodox,6,0,0,,http://ufcstats.com/fighter-details/94535f76f43b466a
Fernando,Gonzalez,The Menifee Maniac,"5' 9""",170 lbs.,"68.0""",Southpaw,26,14,0,,http://ufcstats.com/fighter-details/be5aab761c40ef35
Nick,Gonzalez,The Ghost,"5' 6""",155 lbs.,--,Orthodox,17,12,0,,http://ufcstats.com/fighter-details/28d8638ea0a71908
Fabian,Gonzalez,,"5' 10""",135 lbs.,--,,2,1,0,,http://ufcstats.com/fighter-details/69c071bc2621e8b0
Lewis,Gonzalez,Lethal,"5' 10""",170 lbs.,--,Orthodox,11,3,0,,http://ufcstats.com/fighter-details/2ff2e6e5abea3e53
Jason,Gonzalez,Nicoya,"6' 2""",155 lbs.,"74.0""",Southpaw,11,5,0,,http://ufcstats.com/fighter-details/e45cfa47f504033a
Pearl,Gonzalez,,"5' 4""",115 lbs.,--,Orthodox,6,3,0,,http://ufcstats.com/fighter-details/1ebdcb7488d0ebee
Jorge,Gonzalez,Street,"6' 2""",205 lbs.,"76.0""",Orthodox,16,4,0,,http://ufcstats.com/fighter-details/ff175a137b395e2b
Mikey,Gonzalez,Rolls,"5' 11""",155 lbs.,"74.0""",Orthodox,7,2,0,,http://ufcstats.com/fighter-details/de47c33e48b0ce38
Erick,Gonzalez,The Ghost Pepper,"5' 11""",155 lbs.,"75.0""",Orthodox,14,8,0,,http://ufcstats.com/fighter-details/a2ccf35a88346a91
Jennifer,Gonzalez,Jefa,"5' 2""",125 lbs.,--,,13,5,0,,http://ufcstats.com/fighter-details/4f1a48f4e6ffb007
Kier,Gooch,,--,155 lbs.,--,,2,7,0,,http://ufcstats.com/fighter-details/1bda4867f1baceac
Lyman,Good,Cyborg,"6' 0""",170 lbs.,"74.0""",Orthodox,21,6,0,,http://ufcstats.com/fighter-details/4e0692ad070976e4
Jared,Gooden,NiteTrain,"6' 0""",170 lbs.,"77.0""",Orthodox,23,10,0,,http://ufcstats.com/fighter-details/c730a0be691dc081
Gary,Goodridge,Big Daddy,"6' 3""",249 lbs.,--,Orthodox,23,22,1,,http://ufcstats.com/fighter-details/fbbde91f7bc2d3c5
Jordan,Goodwin,,--,155 lbs.,--,,0,0,0,,http://ufcstats.com/fighter-details/7f98d9d5a10fa25c
Gerard,Gordeau,,"6' 5""",216 lbs.,--,Orthodox,2,2,0,,http://ufcstats.com/fighter-details/279093302a6f44b3
Eddie,Gordon,Truck,"6' 0""",185 lbs.,"76.0""",Orthodox,8,4,0,,http://ufcstats.com/fighter-details/8cad40a75e5c97f5
Jared,Gordon,Flash,"5' 9""",155 lbs.,"68.0""",Orthodox,21,9,0,,http://ufcstats.com/fighter-details/7026eca45f65377b
Tebaris,Gordon,Boom,"6' 1""",265 lbs.,--,Orthodox,3,1,0,,http://ufcstats.com/fighter-details/68c4ca70067bf282
Malcolm,Gordon,X,"5' 7""",125 lbs.,"71.0""",Switch,14,8,0,,http://ufcstats.com/fighter-details/dee294e9717012c2
Tresean,Gore,Mr. Vicious,"6' 0""",185 lbs.,"75.0""",Switch,7,4,0,,http://ufcstats.com/fighter-details/147e70aa6cc48cfc
Alex,Gorgees,Hitman,"6' 2""",155 lbs.,"74.0""",Switch,6,1,0,,http://ufcstats.com/fighter-details/803bebcfb6d6f506
Themba,Gorimbo,Mamba,"6' 1""",170 lbs.,"77.0""",Orthodox,14,7,0,,http://ufcstats.com/fighter-details/40f3cb27fc7305a1
Tim,Gorman,The Psycho,"5' 5""",135 lbs.,--,Southpaw,9,4,0,,http://ufcstats.com/fighter-details/c10eb2f12c489f6d
Chase,Gormley,,"6' 3""",265 lbs.,--,Orthodox,14,6,0,,http://ufcstats.com/fighter-details/052ceb8976695342
Jonathan,Goulet,The Road Warrior,"6' 0""",170 lbs.,"73.0""",Orthodox,23,12,0,,http://ufcstats.com/fighter-details/fb1538b46877a695
Thibault,Gouti,GT,"5' 10""",155 lbs.,"72.0""",Orthodox,12,5,0,,http://ufcstats.com/fighter-details/51e86de150ee8be6
Wilson,Gouveia,,"6' 1""",185 lbs.,"76.0""",Orthodox,14,8,0,,http://ufcstats.com/fighter-details/af5b208e97f5d382
Todd,Gouwenberg,,"6' 1""",205 lbs.,--,Orthodox,9,5,0,,http://ufcstats.com/fighter-details/c44acf87e376c62b
Hugo,Govea,,--,--,--,,0,1,0,,http://ufcstats.com/fighter-details/2391a73686200c5d
Justin,Governale,The Therapist,--,145 lbs.,--,,5,5,0,,http://ufcstats.com/fighter-details/ae954fd497025462
Damian,Grabowski,The Polish Pitbull,"6' 1""",241 lbs.,"75.0""",Orthodox,20,5,0,,http://ufcstats.com/fighter-details/3f11b5d4bd76a6d9
Patryk,Grabowski,Czapla,--,205 lbs.,--,,5,1,0,,http://ufcstats.com/fighter-details/4e163b53d1de1fbc
Royce,Gracie,,"6' 1""",175 lbs.,--,Southpaw,15,2,3,,http://ufcstats.com/fighter-details/429e7d3725852ce9
Crosley,Gracie,,"5' 9""",190 lbs.,--,Orthodox,2,2,0,,http://ufcstats.com/fighter-details/52d92050a046bc17
Daniel,Gracie,,"6' 2""",225 lbs.,--,Orthodox,5,4,1,,http://ufcstats.com/fighter-details/82d6a9ae41aac3f7
Ralph,Gracie,,"5' 9""",183 lbs.,--,Orthodox,6,1,0,,http://ufcstats.com/fighter-details/a9c45a8b21eabadc
Renzo,Gracie,,"5' 10""",185 lbs.,--,Orthodox,13,7,1,,http://ufcstats.com/fighter-details/aae0897825336b1a
Rickson,Gracie,,"5' 10""",185 lbs.,--,Switch,11,0,0,,http://ufcstats.com/fighter-details/194fc025f9355db6
Rodrigo,Gracie,,"6' 0""",183 lbs.,--,Orthodox,6,2,1,,http://ufcstats.com/fighter-details/36877f0e62b25b96
Royler,Gracie,,"5' 8""",150 lbs.,--,Southpaw,5,5,1,,http://ufcstats.com/fighter-details/b807814d977682eb
Ryan,Gracie,,"5' 9""",200 lbs.,--,Orthodox,5,2,0,,http://ufcstats.com/fighter-details/0c3838c8f7c620c2
Ralek,Gracie,,"6' 2""",210 lbs.,--,Orthodox,3,1,0,,http://ufcstats.com/fighter-details/84283233ec42be5f
Rolles,Gracie,,"6' 4""",242 lbs.,--,Orthodox,8,4,0,,http://ufcstats.com/fighter-details/e4a9dbade7c7e1a7
Cesar,Gracie,,"5' 10""",181 lbs.,--,Orthodox,0,1,0,,http://ufcstats.com/fighter-details/079488710f012779
Roger,Gracie,,"6' 4""",185 lbs.,"79.0""",Orthodox,8,2,0,,http://ufcstats.com/fighter-details/a6bbd3df469c6bea
Igor,Gracie,,"5' 11""",170 lbs.,--,,5,4,0,,http://ufcstats.com/fighter-details/722b870449243083
Neiman,Gracie,,"6' 0""",170 lbs.,--,,6,0,0,,http://ufcstats.com/fighter-details/12d855d12a624da2
Kron,Gracie,,"5' 9""",145 lbs.,"70.0""",Southpaw,5,3,0,,http://ufcstats.com/fighter-details/242d36d241b43c12
Bogdan,Grad,The Unleashed,"5' 8""",145 lbs.,"70.0""",Orthodox,15,4,0,,http://ufcstats.com/fighter-details/fb37795db81f93f3
Steven,Graham,,"6' 1""",290 lbs.,--,Orthodox,2,1,0,,http://ufcstats.com/fighter-details/3e514f437c51ce0a
Scott,Graham,,"6' 4""",185 lbs.,--,Orthodox,3,1,0,,http://ufcstats.com/fighter-details/6e4acc2c115215b5
Miranda,Granger,Danger,"5' 7""",115 lbs.,"68.0""",Orthodox,7,3,0,,http://ufcstats.com/fighter-details/7559395ad833c074
TJ,Grant,,"5' 10""",155 lbs.,"72.0""",Orthodox,21,5,0,,http://ufcstats.com/fighter-details/a26198ba5093147e
Davey,Grant,Dangerous,"5' 8""",135 lbs.,"69.0""",Orthodox,18,8,0,,http://ufcstats.com/fighter-details/113df4fde64735c6
Dwight,Grant,The Body Snatcher,"6' 1""",185 lbs.,"76.0""",Switch,11,6,0,,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0
Alexa,Grasso,,"5' 5""",125 lbs.,"66""",Orthodox,17,5,1,,http://ufcstats.com/fighter-details/e8b731feff72294b
Tony,Gravely,,"5' 5""",135 lbs.,"69.0""",Orthodox,23,9,0,,http://ufcstats.com/fighter-details/601964f9654f911a
Michael,Graves,,"5' 10""",170 lbs.,"71.0""",Orthodox,6,0,1,,http://ufcstats.com/fighter-details/3f1d23b01c552a13
Shelton,Graves,The Gravedigger,"6' 2""",255 lbs.,"76.0""",Southpaw,7,3,0,,http://ufcstats.com/fighter-details/642862d6d63605cd
James,Gray,The Phenom,"5' 9""",135 lbs.,--,Orthodox,4,1,0,,http://ufcstats.com/fighter-details/2db65fc038c0018e
Kevin,Gray,Pocket Herc,"5' 4""",125 lbs.,"67.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/bb0d290026d7681d
Sam,Greco,,"6' 2""",205 lbs.,--,Orthodox,3,1,1,,http://ufcstats.com/fighter-details/6d12031661db8ac8
King,Green,,"5' 10""",155 lbs.,"71.0""",Orthodox,35,17,1,,http://ufcstats.com/fighter-details/887961364be5ceb3
Desmond,Green,The Predator,"5' 10""",155 lbs.,"73.0""",Southpaw,23,8,0,,http://ufcstats.com/fighter-details/f046d724d2a84ac5
Gabe,Green,Gifted,"5' 10""",155 lbs.,"73.0""",Switch,12,5,0,,http://ufcstats.com/fighter-details/5eb50529a8418b77
Maurice,Greene,The Crochet Boss,"6' 7""",258 lbs.,"80.0""",Orthodox,9,7,0,,http://ufcstats.com/fighter-details/068f8a189a47fea6
Matt,Grice,The Real One,"5' 8""",145 lbs.,"70.0""",Orthodox,15,5,0,,http://ufcstats.com/fighter-details/bfc2fc38a0e20211
Forrest,Griffin,,"6' 3""",205 lbs.,"77.0""",Orthodox,19,7,0,,http://ufcstats.com/fighter-details/fcffee71cff5530e
Tyson,Griffin,,"5' 6""",145 lbs.,"68.0""",Orthodox,16,8,0,,http://ufcstats.com/fighter-details/20205040232ed0f3
Max,Griffin,Pain,"5' 11""",170 lbs.,"76.0""",Orthodox,20,13,0,,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d
Jordan,Griffin,Native Psycho,"5' 10""",145 lbs.,"73.0""",Southpaw,18,9,0,,http://ufcstats.com/fighter-details/ebef46976554f975
Chad,Griggs,The Grave Digger,"6' 1""",205 lbs.,"73.0""",Orthodox,11,3,0,,http://ufcstats.com/fighter-details/fdf18227faa596dd
Charalampos,Grigoriou,Ferocious,"5' 7""",135 lbs.,"67.0""",Orthodox,8,5,0,,http://ufcstats.com/fighter-details/68b8ebdfce9dbb61
Chuck,Grigsby,The Reverend,"6' 6""",205 lbs.,--,Orthodox,23,10,0,,http://ufcstats.com/fighter-details/7fb4234670271505
Rodrigo,Gripp de Sousa,Riscado,"5' 11""",205 lbs.,--,Orthodox,7,9,0,,http://ufcstats.com/fighter-details/dde70a112e053a6c
Maxim,Grishin,Maximus,"6' 3""",205 lbs.,"78.0""",Orthodox,32,10,2,,http://ufcstats.com/fighter-details/950d0ef5c17157c5
Josh,Grispi,The Fluke,"5' 11""",145 lbs.,"74.0""",Orthodox,14,5,0,,http://ufcstats.com/fighter-details/60ba33c3f555a7a3
Garrett,Gross,,"5' 9""",155 lbs.,--,Orthodox,11,7,0,,http://ufcstats.com/fighter-details/6741218640534d8b
Kendall,Grove,Da Spyder,"6' 6""",185 lbs.,"79.0""",Orthodox,23,17,0,,http://ufcstats.com/fighter-details/234f3767ff0e5701
Neil,Grove,Goliath,"6' 6""",265 lbs.,--,Orthodox,12,8,1,,http://ufcstats.com/fighter-details/36a432f22144843e
Chris,Gruetzemacher,Gritz,"5' 8""",155 lbs.,"68.0""",Orthodox,15,5,0,,http://ufcstats.com/fighter-details/feaf00f3373435d6
Vik,Grujic,The Spartan,"5' 11""",170 lbs.,"73.0""",Orthodox,6,6,0,,http://ufcstats.com/fighter-details/1e7483dbff40b84b
Mike,Grundy,,"5' 7""",145 lbs.,"72.0""",Orthodox,12,4,0,,http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b
Wang,Guan,The Dongbei Tiger,"5' 9""",145 lbs.,"71.0""",Orthodox,20,1,1,,http://ufcstats.com/fighter-details/dd12382f28296f7b
Anthony,Guarascio,The Daywalker,"6' 2""",233 lbs.,"72.0""",Orthodox,3,1,0,,http://ufcstats.com/fighter-details/dc052ab64be66e1d
Nandor,Guelmino,The Hun,"6' 3""",230 lbs.,--,,11,5,1,,http://ufcstats.com/fighter-details/1abfb658cd4f8533
Fabricio,Guerreiro,,"5' 10""",145 lbs.,--,,21,5,0,,http://ufcstats.com/fighter-details/2963369e327e1979
Rainn,Guerrero,Purple Rainn,"5' 6""",125 lbs.,"65.0""",Orthodox,5,2,0,,http://ufcstats.com/fighter-details/8300a47f6fd6fe4f
Shannon,Gugerty,,"5' 10""",155 lbs.,"71.0""",Orthodox,15,7,0,,http://ufcstats.com/fighter-details/9f1641c08cf8fbe2
Clay,Guida,The Carpenter,"5' 7""",155 lbs.,"70.0""",Orthodox,38,22,0,,http://ufcstats.com/fighter-details/c47df9303d318c67
Jason,Guida,,"5' 10""",214 lbs.,--,,19,28,0,,http://ufcstats.com/fighter-details/ce25b4ed82b1811b
Melvin,Guillard,The Young Assassin,"5' 9""",155 lbs.,"71.0""",Orthodox,32,18,2,,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Chris,Guillen,,"6' 0""",240 lbs.,--,Orthodox,13,16,0,,http://ufcstats.com/fighter-details/da0f33e4255f99eb
Marcelo,Guimaraes,Magrao,"6' 0""",185 lbs.,"73.0""",Orthodox,9,2,1,,http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d
Leonardo,Guimaraes,Leleco,"6' 0""",185 lbs.,--,Orthodox,11,5,0,,http://ufcstats.com/fighter-details/cc98d857b148e33a
Brad,Gumm,,"5' 11""",170 lbs.,--,Orthodox,10,6,1,,http://ufcstats.com/fighter-details/4d74641fac830182
John,Gunderson,Quick Guns,"5' 9""",155 lbs.,"69.0""",Orthodox,35,16,2,,http://ufcstats.com/fighter-details/a0c139b34f11421a
John,Gunther,The Machine,"5' 9""",155 lbs.,"72.0""",Orthodox,5,1,0,,http://ufcstats.com/fighter-details/3956bdc8ab2e54b3
Jorge,Gurgel,,"5' 7""",155 lbs.,"69.0""",Orthodox,14,10,0,,http://ufcstats.com/fighter-details/04d5718ed2661e8c
Fabio,Gurgel,,"6' 0""",205 lbs.,--,Orthodox,3,2,0,,http://ufcstats.com/fighter-details/8377c5572cb356f3
Luis,Gurule,Grim,"5' 5""",125 lbs.,"64.0""",Orthodox,11,3,0,,http://ufcstats.com/fighter-details/29162be25ebef5f0
Bogdan,Guskov,Hitman,"6' 3""",205 lbs.,"76.0""",Orthodox,18,3,1,,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f
Gugun,Gusman,The Tiger,"5' 7""",135 lbs.,"68.0""",Orthodox,8,4,0,,http://ufcstats.com/fighter-details/e34e3b1fffa13a6a
Andre,Gusmao,,"6' 0""",205 lbs.,--,Orthodox,6,3,0,,http://ufcstats.com/fighter-details/cc300e9aa3063431
Alexander,Gustafsson,The Mauler,"6' 5""",205 lbs.,"79.0""",Orthodox,18,8,0,,http://ufcstats.com/fighter-details/3c6976f8182d9527
Andreas,Gustafsson,Bane,"6' 1""",170 lbs.,"73.0""",Orthodox,12,3,0,,http://ufcstats.com/fighter-details/2caf993f53541fa1
Justin,Guthrie,,"6' 1""",170 lbs.,--,,18,9,0,,http://ufcstats.com/fighter-details/a789defa9086da46
Horacio,Gutierrez,The Punisher,"5' 10""",145 lbs.,--,,4,3,0,,http://ufcstats.com/fighter-details/cd85b48dc880fabd
Chris,Gutierrez,El Guapo,"5' 9""",135 lbs.,"67.0""",Orthodox,22,7,2,,http://ufcstats.com/fighter-details/45f0cc9d18f35137
Mando,Gutierrez,El Toro,"5' 6""",135 lbs.,"70.0""",Southpaw,7,2,0,,http://ufcstats.com/fighter-details/5f33ae0620e050c5
Mike,Guymon,The Joker,"6' 0""",170 lbs.,"74.0""",Orthodox,15,6,1,,http://ufcstats.com/fighter-details/eaea0fc7b76525a8
Chelsea,Hackett,Hammer,"5' 4""",125 lbs.,"66.0""",Switch,3,1,1,,http://ufcstats.com/fighter-details/184b7a36d50dcc5e
Keith,Hackney,The Giant Killer,"5' 11""",200 lbs.,--,Sideways,2,2,0,,http://ufcstats.com/fighter-details/bf12aca029bfcc47
Cody,Haddon,,"5' 7""",135 lbs.,"69.0""",Orthodox,8,1,0,,http://ufcstats.com/fighter-details/8e6654e9f0461b8f
Jake,Hadley,White Kong,"5' 7""",135 lbs.,"70.0""",Southpaw,11,4,0,,http://ufcstats.com/fighter-details/60a42bf82447c919
Steve,Hadsel,,"5' 8""",170 lbs.,--,,3,0,0,,http://ufcstats.com/fighter-details/99793cf88c5adeee
Damir,Hadzovic,The Bosnian Bomber,"5' 9""",155 lbs.,"70.0""",Orthodox,14,8,0,,http://ufcstats.com/fighter-details/38c626ca912c7bac
Bassil,Hafez,The Habibi,"5' 11""",170 lbs.,"72.0""",Orthodox,9,4,1,,http://ufcstats.com/fighter-details/f4d92416da98804b
Tim,Hague,The Trashing Machine,"6' 4""",260 lbs.,"76.0""",Orthodox,21,13,0,,http://ufcstats.com/fighter-details/219a254e15d60135
Theo,Haig,,"6' 2""",185 lbs.,"77.0""",Orthodox,6,1,0,,http://ufcstats.com/fighter-details/8a213af406eb2dd4
Yazan,Hajeh,Yazzle Dazzle,"5' 9""",145 lbs.,--,Orthodox,6,1,0,,http://ufcstats.com/fighter-details/4955c524c2a71469
Stoney,Hale,The Skuller,"6' 0""",--,--,,5,3,0,,http://ufcstats.com/fighter-details/206a7d47eb62170e
Kevin,Haley,The North Woods Nightmare,"6' 2""",205 lbs.,--,,6,4,0,,http://ufcstats.com/fighter-details/439d4bbefd4e6940
Mark,Hall,,"6' 0""",190 lbs.,--,Orthodox,5,6,0,,http://ufcstats.com/fighter-details/18524b46c570730b
Uriah,Hall,Prime Time,"6' 0""",185 lbs.,"79.0""",Orthodox,18,11,0,,http://ufcstats.com/fighter-details/65578a75fa7900e3
Ryan,Hall,The Wizard,"5' 10""",145 lbs.,"70.0""",Southpaw,9,2,0,,http://ufcstats.com/fighter-details/8866c6f509c19089
Dennis,Hallman,Superman,"5' 9""",155 lbs.,"72.0""",Orthodox,53,20,2,,http://ufcstats.com/fighter-details/8a8a84b743ae7699
Piotr,Hallmann,Pletwal,"5' 9""",155 lbs.,"71.0""",Orthodox,18,6,0,,http://ufcstats.com/fighter-details/a3be148af5c7b088
Tony,Halme,,"6' 3""",300 lbs.,--,Orthodox,0,4,0,,http://ufcstats.com/fighter-details/bad28b7b34f334de
Brandon,Halsey,Bull,"6' 0""",185 lbs.,--,,9,3,0,,http://ufcstats.com/fighter-details/e763679f15326ae1
John,Halverson,The Hurricane,"5' 9""",155 lbs.,--,Southpaw,16,8,0,,http://ufcstats.com/fighter-details/88c8f47241d90040
Seo Hee,Ham,,"5' 2""",115 lbs.,"62.0""",Southpaw,17,8,0,,http://ufcstats.com/fighter-details/165c244bcca3ed26
Frank,Hamaker,,--,--,--,,1,0,0,,http://ufcstats.com/fighter-details/c3c23c99477c041b
Kazuhiro,Hamanaka,,"6' 0""",185 lbs.,--,Southpaw,5,7,1,,http://ufcstats.com/fighter-details/1b4d6971bb18b82c
Rami,Hamed,,"6' 1""",170 lbs.,"71.0""",Orthodox,13,3,0,,http://ufcstats.com/fighter-details/a59017211b775b5d
Matt,Hamill,The Hammer,"6' 1""",205 lbs.,"76.0""",Orthodox,12,8,0,,http://ufcstats.com/fighter-details/98b80a717b9bda17
Jeremy,Hamilton,Hawk,--,185 lbs.,--,,9,2,0,,http://ufcstats.com/fighter-details/7ada6ea792a34424
Anthony,Hamilton,Freight Train,"6' 5""",260 lbs.,"76.0""",Orthodox,15,9,0,,http://ufcstats.com/fighter-details/c727c7d31c50c4cf
CJ,Hamilton,The Autobot,"5' 7""",125 lbs.,"68.0""",Switch,11,4,0,,http://ufcstats.com/fighter-details/7da5839b223f3728
Jared,Hamman,The Messenger,"6' 3""",185 lbs.,"75.0""",Orthodox,14,6,0,,http://ufcstats.com/fighter-details/23459ee7e373b98f
James,Hammortree,The Sledge,"6' 3""",185 lbs.,--,Orthodox,6,3,0,,http://ufcstats.com/fighter-details/1f77fce698e80488
Dean,Hancock,The Hammer,--,155 lbs.,--,,2,1,0,,http://ufcstats.com/fighter-details/24e9d6b0a24cff9d
Chad,Hanekom,Superman,"6' 4""",185 lbs.,"74.0""",Orthodox,9,3,0,,http://ufcstats.com/fighter-details/98533a2738124a0d
Joachim,Hansen,Hellboy,"5' 7""",150 lbs.,--,Southpaw,23,14,1,,http://ufcstats.com/fighter-details/86e388ed20761ad9
Kay,Hansen,,"5' 2""",115 lbs.,"63.0""",Orthodox,7,6,0,,http://ufcstats.com/fighter-details/4100c7a09497ad41
Nasrat,Haqparast,,"5' 10""",155 lbs.,"72.0""",Southpaw,18,6,0,,http://ufcstats.com/fighter-details/b7b84ccd221be298
Shin,Haraguchi,,"5' 5""",145 lbs.,"68.0""",Switch,8,2,0,,http://ufcstats.com/fighter-details/05b17ae24e6bba81
Janay,Harding,Hollowpoint,--,135 lbs.,--,,2,3,0,,http://ufcstats.com/fighter-details/b9c3ee342eb72100
Antoni,Hardonk,,"6' 4""",245 lbs.,"78.0""",Orthodox,8,6,0,,http://ufcstats.com/fighter-details/69b69c0178c4004d
George,Hardwick,King,"5' 10""",155 lbs.,"72.0""",Orthodox,12,2,0,,http://ufcstats.com/fighter-details/f55a6807b6bb853d
Harry,Hardwick,Houdini,"5' 8""",145 lbs.,"71.0""",Switch,13,5,1,,http://ufcstats.com/fighter-details/2dbc60c52de126d8
Dan,Hardy,The Outlaw,"6' 0""",170 lbs.,"74.0""",Orthodox,25,10,0,,http://ufcstats.com/fighter-details/473ce3aa581251a2
Veronica,Hardy,,"5' 4""",125 lbs.,"64.0""",Southpaw,10,5,1,,http://ufcstats.com/fighter-details/4798e823ada58fe9
Greg,Hardy,Prince of War,"6' 5""",265 lbs.,"80.0""",Orthodox,7,5,0,,http://ufcstats.com/fighter-details/85073dbd1be65ed9
Tobias,Harila,Bad Intention,--,--,--,,12,3,0,,http://ufcstats.com/fighter-details/4d1e92b61bcef308
Baru,Harn,Seiryu,--,265 lbs.,--,,1,2,0,,http://ufcstats.com/fighter-details/848809f3986b4977
